"id","code_prefix_start","code_prefix_end","name","parent_id","reconcile","expense_element_detailed","account_type","note"
"account_group_template_173_180","173","180","Ingresos Acumulados por Cobrar","account_group_template_activos_circulantes","0","0","asset_current","Comprenden, al cierre del período contable, los ingresos que se encuentrandevengados y en proceso de cobro e incluyen entre otros: Intereses, rentas, almacenaje, comisiones, etc.También incluyen los servicios que han sido prestados y se encuentran pendientes de facturación.Se debitan por los ingresos devengados pendientes de cobro al cierre del período contable y se acreditan por el cobro de estos.En empresas que prestan servicios de transporte aéreo incluye ventas de boletos y guías aéreas vendidas, procesadas por el nivel central y las estimaciones de los reportes de ventas que han sido procesados por las unidades y no por el nivel central en el mismo mes."
"account_group_template_181_181","181","181","Dividendos y Participaciones por Cobrar","account_group_template_activos_circulantes","0","0","asset_current","Comprenden, al cierre de cada período contable, los ingresos que se encuentran devengados y en proceso de cobro por concepto de dividendos o beneficios por ser partes en contrato de asociación económica internacional. Debe analizarse por asociaciones económicas.Cuando se trate de dividendos de inversiones financieras representadas por acciones, el ingreso debe reconocerse cuando sea declarado por la entidad emisora de las acciones. Se debitan por los ingresos devengados pendientes de cobro al cierre del período contable y se acreditan por el cobro de estos."
"account_group_template_182_182","182","182","Ingresos Acumulados por Cobrar - Reaseguros Aceptados","account_group_template_activos_circulantes","0","0","asset_current","Comprenden, al cierre del año, los ingresos que se encuentran devengados y en proceso de cobro por concepto de reaseguros aceptados. Debe analizarse por entidades deudoras.Se debitan por los dividendos declarados pendientes de cobro al cierre del período contable y se acreditan por el cobro de estos."
"account_group_template_183_183","183","183","Materias Primas y Materiales","account_group_template_activos_circulantes","0","0","asset_current","Representan las existencias de las materias primas y materiales que la entidad necesita para asegurar los niveles de actividad. Incluye entre otros, materiales de oficina, artículos de limpieza y aseo, artículos de ferretería y eléctricos, libros y revistas que no constituyen fondos bibliotecarios, y artículos semielaborados que requieren procesos complementarios para su elaboración.Se debitan por la adquisición de las materias primas y materiales, por sobrantes detectados, por devoluciones al almacén procedentes del proceso de producción o por materiales extraídos para el consumo no productivo, por revalorizaciones acorde a las legislaciones vigentes y se acreditan por las salidas de estos para ser consumidos en la producción que se elabora o en la prestación de un servicio, así como a satisfacer necesidades administrativas y de servicios, por ventas y bajas por pérdidas, mermas, roturas o faltantes, por revalorizaciones efectuadas acorde a la legislación vigente, por devoluciones a los proveedores. El importe de los valores de los recursos materiales que al final del mes habiéndose pagado se encuentran en tránsito, también se registran en esta cuenta."
"account_group_template_184_184","184","184","Combustibles y Lubricantes","account_group_template_activos_circulantes","0","0","asset_current","Son las existencias de combustibles, aceites y lubricantes destinados a la generación de energía (eléctrica, automotor, vapor, etc.), recibidos de los proveedores y los desechos y desperdicios obtenidos en el proceso de producción que se utilizan como combustible que se encuentran almacenados.Se debitan por el importe de las existencias recibidas de los proveedores y otras fuentes excepto los producidos para insumo, por revaloraciones efectuadas acorde a la legislación vigente, por sobrantes detectados. Se acreditan por el valor de la salida del combustible y lubricantes, por rebajas por concepto de deterioro, por revaloraciones efectuadas acorde a las legislaciones vigentes por las bajas por mermas y faltantes y por devoluciones a los proveedores.El importe de los valores de los combustibles, lubricantes y aceites que al final del mes habiéndose pagado se encuentran en tránsito, también se registran en esta cuenta."
"account_group_template_185_185","185","185","Partes y Piezas de Repuesto","account_group_template_activos_circulantes","0","0","asset_current","Son las existencias de las partes y piezas de repuesto adquiridas, recuperadas u obtenidas a partir del desmantelamiento de los activos fijos dados de baja por la entidad; de los sobrantes de las inversiones; del desarme de activos fijos adquiridos para desmantelamiento o de la fabricación por la entidad con destino al insumo o a su comercialización. Se debitan por los importes que representa las partes y piezas de repuesto que se han recibido: Por las partes y piezas recuperadas, por revalorizaciones de acuerdo a la legislación vigente. Se acreditan por la salida de las partes y piezas destinadas a las reparaciones capitales o al mantenimiento de los Activos Fijos Tangibles de la propia entidad, por revalorizaciones efectuadas según la legislación vigente, por ventas. El importe de los valores de las partes y piezas que al final del mes habiéndose pagado se encuentran en tránsito, también se registran en esta cuenta."
"account_group_template_186_186","186","186","Envases y Embalajes","account_group_template_activos_circulantes","0","0","asset_current","Son las existencias de los envases y embalajes destinados a contener los productos elaborados o a facilitar su entrega. Por sus características pueden ser reutilizables con el mismo objetivo. Se incluyen los envases y embalajes que se encuentran en poder de los clientes y que deben ser devueltos de acuerdo a los contratos establecidos.Se debitan por los importes que representan los envases y embalajes que se han recibido, por sobrantes detectados, por revalorizaciones de acuerdo a la legislación vigente. Se acreditan cuando causen baja por la no devolución de los mismos o por deterioro o rotura, por ventas y por revalorizaciones efectuadas según la legislación vigente. El importe de los valores de los envases y embalajes que al final del mes habiéndose pagado se encuentran en tránsito, también se registran en esta cuenta"
"account_group_template_187_187","187","187","Útiles, Herramientas y Otros","account_group_template_activos_circulantes","0","0","asset_current","Son las existencias de aquellos utensilios, generalmente movibles y manuales, que se utilizan para realizar las actividades de la entidad, comprende entre otros, herramientas de talleres, de uso agrícola, artes e implementos de pesca; utensilios de cocina; locería; cubiertos; material fílmico; artículos de protección personal; moldes; matrices; plantillas; estampas; troqueles, instrumentos médicos y otros no considerados como activos fijos, a los que se le aplicará algunos de los métodos de desgaste. Se debitan por los importes de útiles y herramientas adquiridos y los producidos por la propia entidad, por revalorizaciones efectuadas según la legislación vigente, por sobrante detectado. Se acreditan dependiendo del método de desgaste utilizado al ponerse en uso o cuando causen baja por faltantes o roturas, por revalorizaciones efectuadas según la legislación vigentes, por ventas, por devoluciones a los proveedores. El importe de los valores de los útiles y herramientas que al final del mes habiéndose pagado se encuentran en tránsito, también se registran en esta cuenta.Se analiza de manera diferenciada las que están en Almacén de las que se encuentran en uso."
"account_group_template_188_188","188","188","Producción Terminada","account_group_template_activos_circulantes","0","0","asset_current","Son las existencias de los artículos, productos o mercancías producidas por la propia entidad, que se entregaron en el almacén de productos terminados, que están listas para pasar a la circulación mercantil.Se debitan por los importes de la producción terminada, que se almacenan, por las partes y piezas de repuesto elaborados con medios propios que después de terminado el proceso de restauración o reparación no se hayan utilizado, por los sobrantes, por transferencias de otras dependencias. Se acreditan por los costos de las producciones vendidas, por traslados internos, por baja por faltantes, mermas o roturas; en caso de entidades constructoras o de proyecto se registra el costo real de la producción certificada hasta tanto se efectúe la facturación correspondiente.Se analiza por subcuentas de uso obligatorio definidas en el nomenclador de cuentas."
"account_group_template_189_189","189","189","Mercancías para la Venta","account_group_template_activos_circulantes","0","0","asset_current","Se registra en esta cuenta el importe de las mercancías destinadas a ser vendidas que se han recibido de los proveedores, háyanse pagado o no. Pueden estar valoradas a precio de adquisición o de venta. Se debitan por las mercancías destinadas a ser vendidas, por sobrantes detectados y por los montos que representan los recargos comerciales. Se acreditan por las mercancías vendidas a los clientes, bajas por faltantes, mermas o roturas, por disminuciones de precios, en caso de que se controle a precio de ventas.Cuando el control de las existencias de las mercancías se realiza al precio de venta se debe utilizar la cuenta Descuentos Comerciales e Impuestos.El importe de los valores de las mercancías para la venta que al final del mes, habiéndose pagado se encuentren en tránsito, también se registran en esta cuenta."
"account_group_template_190_190","190","190","Medicamentos","account_group_template_activos_circulantes","0","0","asset_current","Representa las existencias de materiales que se utilizan en la curación y profilaxis humana y veterinaria, así como en las investigaciones en el campo de la Salud Pública. Incluye los medicamentos, materiales de curación, materiales de laboratorios y radiográficos. Se debitan por las entradas de estos materiales para el insumo, por los sobrantes al ser detectados y se acreditan por las salidas de estos al ser insumidos, por las bajas por faltantes, mermas o roturas. El importe de los valores de los recursos materiales definidos como medicamentos que al final del mes habiéndose pagado se encuentran en tránsito, también se registra en esta cuenta"
"account_group_template_191_191","191","191","Base Material de Estudio","account_group_template_activos_circulantes","0","0","asset_current","Representa las existencias de los materiales utilizados para impartir la enseñanza en cualesquiera de los niveles educacionales. Incluye entre otros, libros, libretas, cuadernos, folletos, lápices, gomas, bolígrafos, reglas, tizas, mapas, atlas, pizarras, pantallas, borradores, juguetes utilizados en círculos infantiles, jardines de infancias y escuelas especiales. Se debitan por las entradas de estos materiales, por los sobrantes al ser detectados y se acreditan por las salidas de estos al ser insumidos, por las bajas por faltantes o roturas. El importe de los valores de los recursos materiales para la enseñanza que al final del mes, habiéndose pagado se encuentren en tránsito, también se registran en esta cuenta.Se analiza de manera diferenciada las que están en Almacén de las que se encuentran en uso."
"account_group_template_192_192","192","192","Vestuario y Lencería","account_group_template_activos_circulantes","0","0","asset_current","Representan las existencias de vestuario, calzado y lencería.Se debitan por las entradas de estos materiales para el insumo, por los sobrantes al ser detectados y se acreditan por las salidas de estos al ser insumidos, por las bajas por faltantes, mermas o roturas. El importe de los valores de los recursos materiales denominados vestuario y lencería que al final del mes, habiéndose pagado se encuentren en tránsito, también se registran en esta cuenta"
"account_group_template_193_193","193","193","Alimentos","account_group_template_activos_circulantes","0","0","asset_current","Representa las existencias de alimentos que la entidad necesita para asegurar su actividad, así como para los comedores. Incluye alimento para los animales.Se debitan por las entradas de los productos alimenticios, por los sobrantes al ser detectados y se acreditan por las salidas de estos al ser insumidos, por las bajas por faltantes, mermas o roturas. El importe de los valores de los alimentos que al final del mes habiéndose pagado se encuentran en tránsito, también se registran en esta cuenta."
"account_group_template_194_194","194","194","Inventarios de Mercancías de Importación","account_group_template_activos_circulantes","0","0","asset_current","Se registran en estas cuentas por las entidades importadoras el importe de las mercancías destinadas a ser vendidas que se hayan recibido de los proveedores, háyase pagado o no.Se debitan por las entradas de mercancías para terceros y se acreditan por las salidas de estas"
"account_group_template_195_195","195","195","Inventarios de Mercancías de Exportación","account_group_template_activos_circulantes","0","0","asset_current","Se registran en estas cuentas por las empresas exportadoras el importe de las mercancías destinadas a la exportación, háyanse pagado o no.Se debitan por las entradas de mercancías para terceros y se acreditan por las salidas de estas."
"account_group_template_196_196","196","196","Producción para Insumo o Autoconsumo","account_group_template_activos_circulantes","0","0","asset_current","Esta cuenta representa el valor de las existencias de los recursos materiales producidos en la propia entidad y que no se destinan a la comercialización sino al insumo de las producciones fundamentales o a actividades de apoyo cuando se decide registrarlas previamente en cuentas otras cuentas de inventarios. Se debitan por las entradas de estos inventario y se acreditan por las salidas de estos al ser insumidos, por las bajas por faltantes, mermas o roturas u otras.Se analiza por subcuentas de uso obligatorio definidas en el nomenclador de cuentas."
"account_group_template_205_207","205","207","Otros Inventarios","account_group_template_activos_circulantes","0","0","asset_current","Representa las existencias de bienes no considerados en las cuentas descritas con anterioridad. Se debitan por las entradas de estos inventarios para el insumo, por los sobrantes al ser detectados y se acreditan por las salidas de estos al ser insumidos, por las bajas por faltantes, mermas o roturas. El importe de los valores de los recursos materiales que al final del mes, habiéndose pagado se encuentren en tránsito, también se registran en estas cuentas"
"account_group_template_208_208","208","208","Inventarios Ociosos","account_group_template_activos_circulantes","0","0","asset_current","Representa la existencia de bienes cuyo bajo o nulo valor de uso o comercial, para la entidad propietaria o depositaria, determina su inmovilización absoluta por ausencia total de demanda. Se debitan por los importe de los bienes que se definan como tal y se acreditan por la venta de los mismos."
"account_group_template_209_209","209","209","Inventarios de Lento Movimiento","account_group_template_activos_circulantes","0","0","asset_current","Representan los bienes en exceso que por su cantidad o período mínimo de rotación expuestos a la venta, requieren un tiempo prolongado para su consumo o venta, con independencia del valor de uso que posean. Los bienes de consumo e intermedios se definen de lento movimiento cuando las cantidades en existencia superan los ciclos de ventas o reaprovisionamiento establecidos para cada actividad. Para los de consumo, cuando supera los ciento veinte (120) días expuestos a la venta o al consumo y, posean coberturas para más de tres (3) meses.Se debitan por los importe de los bienes que sean definidos como tal y se acreditan por la venta de los mismos."
"account_group_template_211_211","211","211","Créditos Documentarios","account_group_template_activos_circulantes","0","0","asset_current","Representa el importe total de las Cartas de Créditos emitidas y comprometidas con bancos a ser utilizadas como medios de pagos que liquidan deudas de carácter comercial, que pueden actuar como mecanismo de financiación del comercio y que aseguran el cobro al incorporar garantías bancarias, las cuales están sujetas a las regulaciones vigentes establecidas por la cámara de comercio internacional, mediante el cual un banco (Banco emisor) obrando por solicitud y conformidad con las instrucciones de un cliente (ordenante) emite su compromiso de pago a favor de un tercero (beneficiario) contra la presentación de documentos conformes a los términos del crédito. Se debitan por el cargo realizado por el Banco, donde se minora la cuenta bancaria de la entidad por el monto de la Carta de Crédito emitida y se acreditan por el valor negociado pagado de los documentos recibidos que amparan mercancías o servicios recibidos, así como por la cancelación del instrumento bancario y por la liberación de los saldos no utilizados y vencidos en el crédito.En el caso en que el Banco emita la Carta de Crédito y no efectúe el cargo por el monto de esta en la cuenta del cliente, hasta el momento del pago de los documentos que evidencian la entrega de mercancía o servicios recibidos, se procederá a registrar el instrumento en Cuentas Memorando o de Orden. Se analiza por Banco, por Carta de Crédito y por beneficiario."
"account_group_template_activo_largo_plazo","215","234","ACTIVO A LARGO PLAZO","","0","0","asset_non_current","Se registra en estas cuentas el importe de las ventas de productos y mercancías, el importe de los servicios prestados, incluyendo los asociados a la actividad de seguros, así como el valor de los trabajos ejecutados y de las Certificaciones de Avance de Obras facturados siempre que su fecha de vencimiento exceda al año, debiéndose analizar por clientes; considerando cada documento emitido y cobrado. Se debitan por las Facturas o Certificaciones emitidas y se acreditan al cobrarse estas o por la reclasificación de las cuentas que correspondan, al final de cada ejercicio económico, que se transfieren a Cuentas por Cobrar a Corto Plazo.Se analiza por subcuentas de uso obligatorio y por clientes."
"account_group_template_215_217","215","217","Efectos por Cobrar a Largo Plazo","account_group_template_activo_largo_plazo","0","0","asset_non_current","Representan los documentos mercantiles de crédito recibidos y que están pendientes de cobro siempre que su fecha de vencimiento exceda al año, desglosado por clientes.Se debitan por los documentos recibidos y se acreditan, al ser cobrados estos o por la reclasificación de las cuentas que correspondan, al final de cada ejercicio económico, que se transfieren a Efectos por Cobrar a Corto Plazo.Se analiza por subcuentas de uso obligatorio y por clientes."
"account_group_template_218_220","218","220","Cuentas por Cobrar a Largo Plazo","account_group_template_activo_largo_plazo","0","0","asset_non_current","Se registra en estas cuentas el importe de las ventas de productos y mercancías, el importe de los servicios prestados, incluyendo los asociados a la actividad de seguros, así como el valor de los trabajos ejecutados y de las Certificaciones de Avance de Obras facturados siempre que su fecha de vencimiento exceda al año, debiéndose analizar por clientes; considerando cada documento emitido y cobrado. Se debitan por las Facturas o Certificaciones emitidas y se acreditan al cobrarse estas o por la reclasificación de las cuentas que correspondan, al final de cada ejercicio económico, que se transfieren a Cuentas por Cobrar a Corto Plazo.Se analiza por subcuentas de uso obligatorio y por clientes."
"account_group_template_221_224","221","224","Préstamos Concedidos a Cobrar a Largo Plazo","account_group_template_activo_largo_plazo","0","0","asset_non_current","Estas cuentas están constituidas por el importe de los préstamos concedidos por cobrar siempre que su fecha de vencimiento exceda al año. Debe analizarse por clientes; considerando cada documento emitido y cobrado. Se debitan por los documentos que se admitan como respaldo de los préstamos u obligaciones y se acreditan por los cobros o reclasificación de las cuentas que correspondan, al final de cada ejercicio económico, que se transfieren a Préstamos Recibidos y Otras Operaciones Crediticias a Cobrar a Corto Plazo. Se analiza por subcuentas de uso obligatorio y por clientes."
"account_group_template_225_234","225","234","Inversiones a Largo Plazo o Permanentes","account_group_template_activo_largo_plazo","0","0","asset_non_current","Comprenden las inversiones financieras de recursos para la adquisición de Activos, los cuales no están relacionados con las actividades de la entidad. Estos Activos se adquieren sin la intención de tenerlos disponibles para el pago del Pasivo Circulante o de las operaciones corrientes, sino como fuentes de ingresos futuros.Incluyen entre otras, adquisiciones de acciones de Capital y bonos de otras empresas, propiedades no relacionadas con las operaciones de la entidad, fondos destinados a fines específicos distintos al pago del Pasivo Circulante.Se debitan por los importes de las inversiones financieras efectuadas y se acreditan por la liquidación de estas"
"account_group_template_activos_fijos","240","292","ACTIVOS FIJOS","","0","0","",""
"account_group_template_240_251","240","251","Activos Fijos Tangibles","account_group_template_activos_fijos","0","0","asset_fixed","Representan propiedades físicamente tangibles que han de utilizarse por un período largo en las operaciones regulares de la entidad y que normalmente no se destinan a la venta. Estos Activos, con excepción de los terrenos y los animales productivos del ganado mayor, trasladan su valor paulatinamente, durante su vida útil, a la producción de bienes y a la prestación de servicios. En el caso de los animales productivos su valor se traslada de una sola vez, al final de su vida útil productiva.Incluyen entre otros, terrenos (cuando la legislación lo considere), plantaciones permanentes, animales productivos del ganado mayor, animales de trabajo, animales domados y de exposición, edificios y construcciones, maquinarias y equipos, equipos de transporte, muebles, enseres y equipos de oficina, equipos de laboratorio, los yacimientos y desarrollos mineros y los fomentos y desarrollos forestales, entre otros. Se registran por su valor de adquisición y los gastos de transportación y montaje, en los casos de los adquiridos y en los ejecutados con medios propios, se valoran de acuerdo con las disposiciones vigentes.Se debitan por las altas de los Activos Fijos y se acreditan por las bajas o ventas de estos."
"account_group_template_252_252","252","252","Fondos Bibliotecarios","account_group_template_activos_fijos","0","0","asset_fixed","Se registra en esta cuenta el importe de la dotación inicial de los fondos bibliotecarios, así como las adquisiciones para reposiciones o ampliaciones posteriores. Incluye medios que sirven para el trabajo bibliotecario tales como casettes, discos, vistas fijas, películas de video, entre otros. Esta cuenta es de uso para las entidades que tienen actividad de biblioteca y los fondos no deprecian.Se debitan por la adquisición de los fondos bibliotecarios o la apreciación de ellos, por sobrantes detectados al tenerse conocimiento de los mismos. Se acreditan por baja por faltantes, roturas o pérdidas por deterioro en el momento de tenerse conocimiento de los mismos."
"account_group_template_253_253","253","253","Medios y Equipos para Alquilar","account_group_template_activos_fijos","0","0","asset_fixed","Comprende el valor de las existencias de medios y equipos destinados al alquiler en ferias, congresos y exposiciones. Se debitan por la designación de los medios para estos fines y se acredita por la baja por deterioro o desuso de estos. Debe analizarse por subcuentas para identificar los que se encuentran en alquiler y los disponibles, entre otros."
"account_group_template_254_254","254","254","Monumentos y Obras de Arte","account_group_template_activos_fijos","0","0","asset_fixed","Se registra en esta cuenta el valor de los monumentos, obras de arte que son activos fijos de la entidad.Se registran por su valor de adquisición y los gastos de transportación y montaje, o se valoran de acuerdo con las disposiciones vigentes.Se debitan por las altas de los Activos Fijos y se acreditan por las bajas o ventas de estos."
"account_group_template_255_255","255","263","Activos Fijos Intangibles","account_group_template_activos_fijos","0","0","asset_fixed","Comprenden los bienes no materiales que se poseen por las entidades para llevar a cabo las actividades operativas. Su característica fundamental es que no adoptan forma corpórea y solo son visibles en el instrumento legal que justifica el derecho a su usufructo.Incluyen entre otros, patentes, marcas de fábricas, nombres comerciales, franquicias, propiedad intelectual, arrendamiento financiero con opción de compra, programas computacionales (solo para los productores de software), derechos intelectuales y de superficie (cuando no son pagados por rentas), mejoras en propiedades arrendadas, etc.Se debitan por los pagos efectuados por estos bienes, excepto en los arrendamientos con opción de compra en que se debitan por el importe de la deuda del principal o de este más los intereses y se acreditan por su valor inicial al darse de baja"
"account_group_template_264_264","264","264","Activos Fijos Intangibles en Proceso","account_group_template_activos_fijos","0","0","asset_fixed","Comprenden los importes de los gastos en que se incurren en estas actividades, bien ejecutados con medios propios o contratados con terceros.Incluyen entre otros, patentes, marcas de fábricas, nombres comerciales, franquicias, propiedad intelectual, arrendamiento financiero con opción de compra, programas computacionales (solo para los productores de software), derechos intelectuales y de superficie (cuando no son pagados por rentas), mejoras en propiedades arrendadas, etc.Se debitan por el costo real mensual de estas inversiones ejecutadas con medios propios o por terceros y se acreditan al obtenerse la titularidad de los Activos Fijos Intangibles creados.Se analiza por subcuentas de uso obligatorio definidas en el nomenclador de cuentas"
